image_path,prediction,ground_truth,cluster,cluster_keyword
/kaggle/input/oneshot/test_OS/fake/fake_152.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_198.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_151.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_232.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_276.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_238.jpg,[generated],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_199.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_214.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_284.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_233.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_203.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_226.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_163.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_272.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_209.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_283.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_264.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_278.jpg,[real face],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_179.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_239.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_243.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_236.jpg,[generated],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_294.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_174.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_279.jpg,[generated],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_185.jpg,[generated],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_268.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_165.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_227.jpg,[uncertain],fake,4,"girl, identify, aligned"
